,anger,disgust,fear,joy,sad,surprise
0,0.0,0.0,0.0,0.73315,0.014499999999999997,0.25235
1,0.1779,0.03989999999999999,0.18100000000000002,0.43605,0.07055,0.0946
2,0.010400520026001298,0.0,0.08855442772138607,0.44647232361618083,0.22916145807290364,0.22541127056352817
3,0.0,0.0,0.1094,0.5376,0.09375,0.25925
4,0.016499175041247937,0.0,0.3186840657967101,0.49097545122743863,0.07144642767861607,0.1023948802559872
5,0.0,0.0,0.0,0.78475,0.0,0.21525
6,0.0,0.0,0.0,0.78525,0.0,0.21475
7,0.0,0.0,0.0,0.7957,0.0,0.2043
8,0.0,0.0,0.1094,0.5376,0.09375,0.25925
9,0.17544999999999997,0.1184,0.0,0.43605,0.14475,0.12535
10,0.0,0.0,0.0,0.43605,0.0,0.56395
11,0.010400520026001298,0.0,0.08855442772138607,0.44647232361618083,0.22916145807290364,0.22541127056352817
12,0.0,0.0,0.0352017600880044,0.46422321116055804,0.0,0.5005750287514376
13,0.03844999999999999,0.08335,0.0577,0.43605,0.09615,0.2883
14,0.032698365081745916,0.10749462526873656,0.046747662616869155,0.464076796160192,0.20093995300234985,0.14804259787010648
15,0.0,0.0,0.011249999999999998,0.56525,0.0,0.4235
16,0.010400520026001298,0.0,0.08855442772138607,0.44647232361618083,0.22916145807290364,0.22541127056352817
17,0.0,0.0,0.011249999999999998,0.56525,0.0,0.4235
18,0.010400520026001298,0.0,0.08855442772138607,0.44647232361618083,0.22916145807290364,0.22541127056352817
19,0.032698365081745916,0.10749462526873656,0.046747662616869155,0.464076796160192,0.20093995300234985,0.14804259787010648
20,0.03844999999999999,0.08335,0.0577,0.43605,0.09615,0.2883
21,0.010400520026001298,0.0,0.08855442772138607,0.44647232361618083,0.22916145807290364,0.22541127056352817
22,0.22388880555972196,0.0447977601119944,0.0895455227238638,0.49572521373931305,0.06344682765861707,0.08259587020648967
23,0.03844999999999999,0.08335,0.0577,0.43605,0.09615,0.2883
24,0.17435,0.010949999999999998,0.16664999999999996,0.0,0.158,0.49004999999999993
25,0.08974999999999998,0.0,0.0641,0.5258,0.1923,0.12805
26,0.016499175041247937,0.0,0.3186840657967101,0.49097545122743863,0.07144642767861607,0.1023948802559872
27,0.0,0.0,0.0,0.78475,0.0,0.21525
28,0.0,0.0,0.0,0.43605,0.0,0.56395
29,0.010400520026001298,0.0,0.08855442772138607,0.44647232361618083,0.22916145807290364,0.22541127056352817
30,0.0,0.0,0.011249999999999998,0.56525,0.0,0.4235
31,0.0,0.0,0.06595,0.5075,0.02745,0.3991
32,0.08974999999999998,0.0,0.0641,0.5258,0.1923,0.12805
33,0.22388880555972196,0.0447977601119944,0.0895455227238638,0.49572521373931305,0.06344682765861707,0.08259587020648967
34,0.0,0.0,0.0,0.43605,0.0,0.56395
35,0.010400520026001298,0.0,0.08855442772138607,0.44647232361618083,0.22916145807290364,0.22541127056352817
36,0.0,0.0,0.02175,0.82735,0.0,0.1509
37,0.0,0.0,0.0,0.7957,0.0,0.2043
38,0.0,0.0,0.0,0.78525,0.0,0.21475
39,0.010400520026001298,0.0,0.08855442772138607,0.44647232361618083,0.22916145807290364,0.22541127056352817
40,0.03844999999999999,0.08335,0.0577,0.43605,0.09615,0.2883
41,0.1779,0.03989999999999999,0.18100000000000002,0.43605,0.07055,0.0946
42,0.010400520026001298,0.0,0.08855442772138607,0.44647232361618083,0.22916145807290364,0.22541127056352817
43,0.0,0.0,0.0,0.7957,0.0,0.2043
44,0.016499175041247937,0.0,0.3186840657967101,0.49097545122743863,0.07144642767861607,0.1023948802559872
45,0.0,0.0,0.0,0.8134,0.00945,0.17715
46,0.0,0.0,0.0,0.7957,0.0,0.2043
47,0.0,0.0,0.0,0.85995,0.0,0.14005
48,0.0,0.0,0.0,0.81445,0.10134999999999998,0.0842
49,0.0,0.0,0.0,0.81445,0.10134999999999998,0.0842
50,0.0,0.0,0.0,0.7798,0.0,0.2202
51,0.0,0.0,0.0849,0.4292,0.2409,0.245
52,0.0,0.0,0.011249999999999998,0.56525,0.0,0.4235
53,0.0,0.0,0.0,0.7957,0.0,0.2043
54,0.22388880555972196,0.0447977601119944,0.0895455227238638,0.49572521373931305,0.06344682765861707,0.08259587020648967
55,0.032698365081745916,0.10749462526873656,0.046747662616869155,0.464076796160192,0.20093995300234985,0.14804259787010648
56,0.0,0.0,0.0704,0.43605,0.3169,0.17665
57,0.0,0.0,0.0,0.73315,0.014499999999999997,0.25235
58,0.0,0.0,0.0,0.7088,0.04545,0.24575
59,0.032698365081745916,0.10749462526873656,0.046747662616869155,0.464076796160192,0.20093995300234985,0.14804259787010648
60,0.010400520026001298,0.0,0.08855442772138607,0.44647232361618083,0.22916145807290364,0.22541127056352817
61,0.0,0.0,0.0,0.78475,0.0,0.21525
62,0.0,0.0,0.0704,0.43605,0.3169,0.17665
63,0.08974999999999998,0.0,0.0641,0.5258,0.1923,0.12805
64,0.0038501925096254812,0.0,0.17690884544227212,0.5668283414170708,0.13845692284614228,0.11395569778488925
65,0.0,0.0,0.0,0.7798,0.0,0.2202
66,0.0,0.0,0.0352017600880044,0.46422321116055804,0.0,0.5005750287514376
67,0.010400520026001298,0.0,0.08855442772138607,0.44647232361618083,0.22916145807290364,0.22541127056352817
68,0.2059,0.2353,0.0,0.43605,0.0,0.12275
69,0.0,0.0,0.0,0.7957,0.0,0.2043
70,0.0,0.0,0.1094,0.5376,0.09375,0.25925
71,0.12309384530773461,0.0,0.2153892305384731,0.43602819859007047,0.09614519274036298,0.12934353282335884
72,0.0,0.0,0.0,0.7957,0.0,0.2043
73,0.0,0.0,0.0,0.81445,0.10134999999999998,0.0842
74,0.0,0.0,0.0,0.7088,0.04545,0.24575
75,0.22388880555972196,0.0447977601119944,0.0895455227238638,0.49572521373931305,0.06344682765861707,0.08259587020648967
76,0.0,0.0,0.0,0.8134,0.00945,0.17715
77,0.0,0.0,0.0,0.7957,0.0,0.2043
78,0.010400520026001298,0.0,0.08855442772138607,0.44647232361618083,0.22916145807290364,0.22541127056352817
79,0.0,0.0,0.1094,0.5376,0.09375,0.25925
80,0.0,0.0,0.0,0.7957,0.0,0.2043
81,0.1779,0.03989999999999999,0.18100000000000002,0.43605,0.07055,0.0946
82,0.0,0.0,0.0,0.78475,0.0,0.21525
83,0.0,0.0,0.0,0.73315,0.014499999999999997,0.25235
84,0.0,0.0,0.0,0.7798,0.0,0.2202
85,0.0,0.0,0.0,0.78525,0.0,0.21475
86,0.010400520026001298,0.0,0.08855442772138607,0.44647232361618083,0.22916145807290364,0.22541127056352817
87,0.010400520026001298,0.0,0.08855442772138607,0.44647232361618083,0.22916145807290364,0.22541127056352817
88,0.0,0.0,0.0704,0.43605,0.3169,0.17665
89,0.037301865093254664,0.037301865093254664,0.05225261263063153,0.6524826241312066,0.05970298514925746,0.16095804790239512
90,0.08695,0.10144999999999998,0.07245,0.5085,0.14494999999999997,0.0857
91,0.016499175041247937,0.0,0.3186840657967101,0.49097545122743863,0.07144642767861607,0.1023948802559872
92,0.016499175041247937,0.0,0.3186840657967101,0.49097545122743863,0.07144642767861607,0.1023948802559872
93,0.0,0.0,0.1094,0.5376,0.09375,0.25925
94,0.0,0.0,0.0,0.7798,0.0,0.2202
95,0.010400520026001298,0.0,0.08855442772138607,0.44647232361618083,0.22916145807290364,0.22541127056352817
96,0.0,0.0,0.0,0.7798,0.0,0.2202
97,0.08974999999999998,0.0,0.0641,0.5258,0.1923,0.12805
98,0.0,0.0,0.0,0.43605,0.45785,0.1061
99,0.016499175041247937,0.0,0.3186840657967101,0.49097545122743863,0.07144642767861607,0.1023948802559872
100,0.010400520026001298,0.0,0.08855442772138607,0.44647232361618083,0.22916145807290364,0.22541127056352817
101,0.09285,0.02145,0.16345,0.1321,0.36925,0.2209
102,0.0,0.0,0.1094,0.5376,0.09375,0.25925
103,0.0,0.0,0.0,0.78475,0.0,0.21525
104,0.06694999999999998,0.0268,0.2143,0.4896,0.0625,0.13985
105,0.0,0.0,0.1094,0.5376,0.09375,0.25925
106,0.0,0.0,0.1094,0.5376,0.09375,0.25925
107,0.0,0.0,0.0,0.7957,0.0,0.2043
108,0.03844999999999999,0.08335,0.0577,0.43605,0.09615,0.2883
109,0.0,0.0,0.0,0.43605,0.45785,0.1061
110,0.0,0.0,0.0,0.78525,0.0,0.21475
111,0.06694999999999998,0.0268,0.2143,0.4896,0.0625,0.13985
112,0.03844999999999999,0.08335,0.0577,0.43605,0.09615,0.2883
113,0.06694999999999998,0.0268,0.2143,0.4896,0.0625,0.13985
114,0.0,0.0,0.0704,0.43605,0.3169,0.17665
115,0.1779,0.03989999999999999,0.18100000000000002,0.43605,0.07055,0.0946
116,0.0,0.0,0.0,0.85995,0.0,0.14005
117,0.1779,0.03989999999999999,0.2659,0.1321,0.29695,0.08725
118,0.0,0.0,0.0,0.73315,0.014499999999999997,0.25235
119,0.0,0.0,0.0,0.7798,0.0,0.2202
120,0.016499175041247937,0.0,0.3186840657967101,0.49097545122743863,0.07144642767861607,0.1023948802559872
121,0.0,0.0,0.1094,0.5376,0.09375,0.25925
122,0.17544999999999997,0.1184,0.0,0.43605,0.14475,0.12535
123,0.032698365081745916,0.10749462526873656,0.046747662616869155,0.464076796160192,0.20093995300234985,0.14804259787010648
124,0.0,0.0,0.1094,0.5376,0.09375,0.25925
125,0.0,0.0,0.0,0.7957,0.0,0.2043
126,0.0,0.0,0.1094,0.5376,0.09375,0.25925
127,0.0,0.0,0.1943,0.23365,0.32015,0.2519
128,0.0,0.0,0.1094,0.5376,0.09375,0.25925
129,0.0,0.0,0.0,0.78475,0.0,0.21525
130,0.0,0.0,0.0,0.81445,0.10134999999999998,0.0842
131,0.016499175041247937,0.0,0.3186840657967101,0.49097545122743863,0.07144642767861607,0.1023948802559872
132,0.018749999999999996,0.0,0.04375,0.61105,0.1375,0.18895
133,0.016499175041247937,0.0,0.3186840657967101,0.49097545122743863,0.07144642767861607,0.1023948802559872
134,0.0,0.0,0.0,0.73315,0.014499999999999997,0.25235
135,0.0,0.0,0.0,0.7798,0.0,0.2202
136,0.03844999999999999,0.08335,0.0577,0.43605,0.09615,0.2883
137,0.010400520026001298,0.0,0.08855442772138607,0.44647232361618083,0.22916145807290364,0.22541127056352817
138,0.0,0.0,0.1094,0.5376,0.09375,0.25925
139,0.010400520026001298,0.0,0.08855442772138607,0.44647232361618083,0.22916145807290364,0.22541127056352817
140,0.0,0.0,0.1094,0.5376,0.09375,0.25925
141,0.03844999999999999,0.08335,0.0577,0.43605,0.09615,0.2883
142,0.08974999999999998,0.0,0.0641,0.5258,0.1923,0.12805
143,0.0,0.0,0.0,0.7798,0.0,0.2202
144,0.0,0.0,0.0,0.78525,0.0,0.21475
145,0.22388880555972196,0.0447977601119944,0.0895455227238638,0.49572521373931305,0.06344682765861707,0.08259587020648967
146,0.22388880555972196,0.0447977601119944,0.0895455227238638,0.49572521373931305,0.06344682765861707,0.08259587020648967
147,0.0,0.0,0.0,0.85995,0.0,0.14005
148,0.03844999999999999,0.08335,0.0577,0.43605,0.09615,0.2883
149,0.0,0.0,0.0,0.62835,0.0,0.37165
150,0.0,0.0,0.011249999999999998,0.56525,0.0,0.4235
151,0.0,0.0,0.0352017600880044,0.46422321116055804,0.0,0.5005750287514376
152,0.0,0.0,0.0,0.7957,0.0,0.2043
153,0.037301865093254664,0.037301865093254664,0.05225261263063153,0.6524826241312066,0.05970298514925746,0.16095804790239512
154,0.0,0.0,0.0,0.7798,0.0,0.2202
155,0.032698365081745916,0.10749462526873656,0.046747662616869155,0.464076796160192,0.20093995300234985,0.14804259787010648
156,0.04089999999999999,0.0,0.1069,0.44865,0.261,0.14255
157,0.0,0.0,0.0,0.7798,0.0,0.2202
158,0.0,0.0,0.0,0.7957,0.0,0.2043
159,0.0,0.0,0.0,0.78475,0.0,0.21525
160,0.03844999999999999,0.08335,0.0577,0.43605,0.09615,0.2883
161,0.0,0.0,0.0,0.7957,0.0,0.2043
162,0.1779,0.03989999999999999,0.2659,0.1321,0.29695,0.08725
163,0.0,0.0,0.0,0.78475,0.0,0.21525
164,0.0,0.0,0.03529823508824558,0.7772111394430279,0.0,0.18749062546872655
165,0.016499175041247937,0.0,0.3186840657967101,0.49097545122743863,0.07144642767861607,0.1023948802559872
166,0.1779,0.03989999999999999,0.18100000000000002,0.43605,0.07055,0.0946
167,0.0,0.0,0.0,0.85995,0.0,0.14005
168,0.0,0.0,0.0,0.85995,0.0,0.14005
169,0.016499175041247937,0.0,0.3186840657967101,0.49097545122743863,0.07144642767861607,0.1023948802559872
170,0.0,0.0,0.0,0.81445,0.10134999999999998,0.0842
171,0.0,0.0,0.02175,0.82735,0.0,0.1509
172,0.0,0.0,0.0704,0.43605,0.3169,0.17665
173,0.0,0.0,0.1094,0.5376,0.09375,0.25925
174,0.0,0.0,0.0,0.78475,0.0,0.21525
175,0.032698365081745916,0.10749462526873656,0.046747662616869155,0.464076796160192,0.20093995300234985,0.14804259787010648
176,0.0,0.0,0.0,0.78525,0.0,0.21475
177,0.0,0.0,0.1094,0.5376,0.09375,0.25925
178,0.0,0.0,0.0,0.78525,0.0,0.21475
179,0.0,0.0,0.0,0.85995,0.0,0.14005
180,0.03844999999999999,0.08335,0.0577,0.43605,0.09615,0.2883
181,0.0,0.0,0.0,0.7798,0.0,0.2202
182,0.0,0.0,0.0,0.78475,0.0,0.21525
183,0.0,0.0,0.0849,0.146,0.40695,0.36214999999999997
184,0.0,0.0,0.0,0.7798,0.0,0.2202
185,0.0,0.0,0.011249999999999998,0.56525,0.0,0.4235
186,0.0,0.0,0.0,0.7798,0.0,0.2202
187,0.010400520026001298,0.0,0.08855442772138607,0.44647232361618083,0.22916145807290364,0.22541127056352817
188,0.0,0.0,0.0,0.7798,0.0,0.2202
189,0.0,0.0,0.0,0.73315,0.014499999999999997,0.25235
190,0.0,0.0,0.1094,0.5376,0.09375,0.25925
191,0.0,0.0,0.0,0.85995,0.0,0.14005
192,0.03844999999999999,0.08335,0.0577,0.43605,0.09615,0.2883
193,0.0,0.0,0.1094,0.5376,0.09375,0.25925
194,0.0,0.0,0.0,0.81445,0.10134999999999998,0.0842
195,0.0,0.0,0.0,0.7798,0.0,0.2202
196,0.0,0.0,0.0,0.7798,0.0,0.2202
197,0.03844999999999999,0.08335,0.0577,0.43605,0.09615,0.2883
198,0.032698365081745916,0.10749462526873656,0.046747662616869155,0.464076796160192,0.20093995300234985,0.14804259787010648
199,0.0,0.0,0.06595,0.5075,0.02745,0.3991
200,0.0,0.0,0.0,0.81445,0.10134999999999998,0.0842
201,0.0,0.0,0.0,0.7798,0.0,0.2202
202,0.0,0.0,0.0,0.7957,0.0,0.2043
203,0.0,0.0,0.0352017600880044,0.46422321116055804,0.0,0.5005750287514376
204,0.010400520026001298,0.0,0.08855442772138607,0.44647232361618083,0.22916145807290364,0.22541127056352817
205,0.0,0.0,0.0352017600880044,0.46422321116055804,0.0,0.5005750287514376
206,0.0,0.0,0.1094,0.5376,0.09375,0.25925
207,0.0,0.0,0.0352017600880044,0.46422321116055804,0.0,0.5005750287514376
208,0.0,0.0,0.1094,0.5376,0.09375,0.25925
209,0.0,0.0,0.0,0.85995,0.0,0.14005
210,0.0,0.0,0.0,0.81445,0.10134999999999998,0.0842
211,0.0,0.0,0.0,0.78525,0.0,0.21475
212,0.010400520026001298,0.0,0.08855442772138607,0.44647232361618083,0.22916145807290364,0.22541127056352817
213,0.0,0.0,0.0,0.7957,0.0,0.2043
214,0.0,0.0,0.0,0.73315,0.014499999999999997,0.25235
215,0.0,0.0,0.0,0.7798,0.0,0.2202
216,0.0,0.0,0.0,0.78525,0.0,0.21475
217,0.3767,0.0,0.0,0.43605,0.10275,0.0845
218,0.0,0.0,0.0,0.73315,0.014499999999999997,0.25235
219,0.016499175041247937,0.0,0.3186840657967101,0.49097545122743863,0.07144642767861607,0.1023948802559872
220,0.0,0.0,0.1094,0.5376,0.09375,0.25925
221,0.0,0.0,0.0352017600880044,0.46422321116055804,0.0,0.5005750287514376
222,0.0,0.0,0.0849,0.556,0.2264,0.1327
223,0.1779,0.03989999999999999,0.18100000000000002,0.43605,0.07055,0.0946
224,0.0,0.0,0.0,0.7088,0.04545,0.24575
225,0.06694999999999998,0.0268,0.2143,0.4896,0.0625,0.13985
226,0.0,0.0,0.0,0.7798,0.0,0.2202
227,0.0,0.0,0.0,0.7798,0.0,0.2202
228,0.0,0.0,0.0,0.7957,0.0,0.2043
229,0.0,0.0,0.0,0.7798,0.0,0.2202
230,0.010400520026001298,0.0,0.08855442772138607,0.44647232361618083,0.22916145807290364,0.22541127056352817
