,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,1.0724244197979087,1.0048469017798813,0.8217448536685299,0.5393122335394619,1.0048469017798813,0.7604573903143101,,,,,,,,
1,1.435349834556877,1.6086366296968633,0.5829757884376643,1.6086366296968633,,,,,,,,,,
2,0.7604573903143101,0.8893223716865571,1.0724244197979087,0.8413753596112603,0.5535052015961798,0.919709297818883,,,,,,,,
3,2.1448488395958174,1.190781879285995,1.9137997794091692,,,,,,,,,,,
4,0.9568998897045846,0.672775207664847,1.0724244197979087,0.919709297818883,0.8041847677255587,1.0724244197979087,,,,,,,,
5,0.8893223716865571,1.0724244197979087,0.8893223716865571,0.4683675976351813,0.7604573903143101,1.0724244197979087,,,,,,,,
6,0.8302578023942697,1.6086366296968633,1.5072703526698221,1.6086366296968633,,,,,,,,,,
7,0.919709297818883,1.0724244197979087,0.7366072497075313,0.400050980105843,0.8636305917153475,0.9568998897045846,,,,,,,,
8,1.9137997794091692,2.1448488395958174,1.6434897073370598,,,,,,,,,,,
9,0.6379332598030564,0.7149496131986058,0.6698979345199209,0.4591068250881563,0.21621223878392368,0.6698979345199209,0.406884199616408,0.5609169064075069,0.5928815811243714,,,,,
10,0.35954148902630795,0.6379332598030564,0.5928815811243714,0.23230456632597438,0.374054842628204,0.7149496131986058,0.5255331585054475,0.19574640936950521,0.5928815811243714,,,,,
11,0.19459101490553132,0.20907410969337695,0.5181783550292085,0.6434546518787454,0.6029081410679289,0.5741399338227507,0.44886363697321396,0.5335934230119344,0.6434546518787454,0.5335934230119344,,,,
12,0.7604573903143101,0.29361961405425785,0.8041847677255587,0.6972091200301597,1.0724244197979087,0.7157467258818637,,,,,,,,
13,0.7604573903143101,1.0048469017798813,1.4962121232440464,1.0048469017798813,1.0724244197979087,,,,,,,,,
14,0.5335934230119344,0.6434546518787454,0.6029081410679289,0.3321031209577079,0.6434546518787454,0.3693706494862252,0.3343504065429137,0.3490107539621013,0.35167757867031746,0.6029081410679289,,,,
15,0.9125488683771723,0.8263922851586815,0.38918202981106265,1.1482798676455015,1.1482798676455015,,,,,,,,,
16,0.17937716567312748,0.35098033399122014,0.4104564792399495,0.32165247645134915,0.25896104489644894,0.3985987346378527,0.4949651168298041,0.4949651168298041,0.3452797207486261,0.4949651168298041,0.424481214377946,0.35713746535072294,,
17,0.5703430427357327,0.2613426371167212,0.2202147105406934,0.5368100444113978,0.6477229437865106,0.5610795462165175,0.8043183148484316,0.6897819733641622,,,,,,
18,0.4683675976351813,0.8893223716865571,1.0048469017798813,1.0724244197979087,1.0724244197979087,1.0724244197979087,,,,,,,,
19,0.2613426371167212,0.6669917787649179,0.7536351763349111,0.7536351763349111,0.5803483811949247,0.5296652426814042,0.47898210416788367,0.5912248033186285,,,,,,
20,0.41512890119713486,0.7536351763349111,0.7176749172784385,0.7536351763349111,0.7536351763349111,0.5443881221384521,0.7536351763349111,0.6669917787649179,,,,,,
21,0.919709297818883,0.29361961405425785,0.8636305917153475,1.0724244197979087,0.9568998897045846,0.8636305917153475,,,,,,,,
22,0.19574640936950521,0.37150045171434853,0.4839005530119574,0.5928815811243714,0.49873737441468213,0.6698979345199209,0.6698979345199209,0.7149496131986058,0.5609169064075069,,,,,
23,0.3243183581758855,1.0048469017798813,0.9568998897045846,1.0724244197979087,0.9568998897045846,0.7481060616220232,,,,,,,,
24,1.1606967623898494,1.2954458875730213,1.3795639467283245,1.5072703526698221,,,,,,,,,,
